"UTC","Year","Mo","Da","Ho","Mi","Se","LatDef","LonDef","MwDef",""
"2015-5-24T6:0:32.22","2015","05","24","06","00","32","37.956","16.028","3.99",""
"2015-5-29T13:7:57.49","2015","05","29","13","07","57","42.948","14.305","4.55",""
"2015-6-26T8:51:11.65","2015","06","26","08","51","12","36.182","12.744","4.00",""
"2015-8-2T6:58:6.88","2015","08","02","06","58","07","39.458","15.673","4.20",""
"2015-8-3T7:27:49.3","2015","08","03","07","27","49","39.148","16.489","4.26",""
"2015-8-8T22:46:25.04","2015","08","08","22","46","25","38.517","14.277","4.03",""
"2015-8-29T18:47:3.9","2015","08","29","18","47","04","46.320","13.610","4.01",""
"2015-8-29T20:25:13.54","2015","08","29","20","25","14","38.499","12.114","4.37",""
"2015-9-13T1:4:34.97","2015","09","13","01","04","35","43.604","11.230","4.01",""
"2015-10-14T10:20:52.38","2015","10","14","10","20","52","38.876","14.778","4.35",""
"2015-10-16T0:16:24.57","2015","10","16","00","16","25","39.499","15.627","4.42",""
"2015-11-6T4:3:3.93","2015","11","06","04","03","04","44.491","6.739","3.95",""
"2015-12-6T3:21:41.48","2015","12","06","03","21","41","42.415","15.242","4.03",""
"2015-12-6T3:22:49.04","2015","12","06","03","22","49","42.423","15.194","4.36",""
"2015-12-6T5:28:15.72","2015","12","06","05","28","16","42.332","15.074","4.37",""
"2015-12-6T16:24:39.92","2015","12","06","16","24","40","42.342","15.141","4.58",""
"2015-12-8T9:28:29.85","2015","12","08","09","28","30","37.803","15.045","3.60",""
"2015-12-8T10:53:54.13","2015","12","08","10","53","54","37.802","15.043","3.20",""
"2015-12-20T9:46:4.71","2015","12","20","09","46","05","38.345","13.570","4.43",""
"2016-1-2T12:36:26.37","2016","01","02","12","36","26","36.494","12.046","4.24",""
"2016-1-6T18:44:45.88","2016","01","06","18","44","46","39.887","15.537","4.40",""
"2016-1-13T17:1:29.1","2016","01","13","17","01","29","36.099","14.860","4.17",""
"2016-1-16T18:55:11.87","2016","01","16","18","55","12","41.527","14.598","4.43",""
"2016-1-17T16:36:5.09","2016","01","17","16","36","05","36.512","12.816","4.04",""
"2016-2-8T15:35:43.39","2016","02","08","15","35","43","36.974","14.867","4.44",""
"2016-3-6T8:12:34.6","2016","03","06","08","12","35","38.303","16.723","4.15",""
"2016-5-25T22:10:27.26","2016","05","25","22","10","27","36.796","15.893","4.10",""
"2016-5-30T20:24:20.46","2016","05","30","20","24","20","42.700","11.976","4.37",""
"2016-6-2T10:49:13.13","2016","06","02","10","49","13","36.697","10.940","4.39",""
"2016-6-3T9:59:51","2016","06","03","09","59","51","36.137","12.992","4.09",""
"2016-6-23T14:37:56.19","2016","06","23","14","37","56","44.160","9.922","4.11",""
"2016-7-5T5:54:37.73","2016","07","05","05","54","38","37.497","17.055","4.07",""
"2016-7-30T20:21:38.23","2016","07","30","20","21","38","44.931","7.212","4.00",""
"2016-8-24T1:36:32","2016","08","24","01","36","32","42.698","13.233","6.18",""
"2016-8-24T1:37:26.58","2016","08","24","01","37","27","42.712","13.253","4.63",""
"2016-8-24T1:41:38.9","2016","08","24","01","41","39","42.780","13.168","3.99",""
"2016-8-24T1:56:0.58","2016","08","24","01","56","01","42.600","13.276","4.54",""
"2016-8-24T2:1:8.12","2016","08","24","02","01","08","42.798","13.241","3.99",""
"2016-8-24T2:5:55.86","2016","08","24","02","05","56","42.616","13.281","3.99",""
"2016-8-24T2:33:28.89","2016","08","24","02","33","29","42.792","13.150","5.55",""
"2016-8-24T2:59:35.24","2016","08","24","02","59","35","42.798","13.131","4.09",""
"2016-8-24T3:40:10.93","2016","08","24","03","40","11","42.614","13.243","4.32",""
"2016-8-24T4:6:50.98","2016","08","24","04","06","51","42.771","13.123","4.64",""
"2016-8-24T11:50:30.56","2016","08","24","11","50","31","42.819","13.160","4.73",""
"2016-8-24T14:2:20.78","2016","08","24","14","02","21","42.799","13.240","3.97",""
"2016-8-24T17:46:9.5","2016","08","24","17","46","10","42.658","13.214","4.47",""
"2016-8-24T23:22:5.83","2016","08","24","23","22","06","42.653","13.209","4.19",""
"2016-8-25T3:17:16.7","2016","08","25","03","17","17","42.745","13.192","4.57",""
"2016-8-25T4:51:40.16","2016","08","25","04","51","40","42.632","13.326","3.95",""
"2016-8-25T12:36:5.21","2016","08","25","12","36","05","42.600","13.282","4.60",""
"2016-8-26T4:28:25.91","2016","08","26","04","28","26","42.604","13.291","4.94",""
"2016-8-27T2:50:59.31","2016","08","27","02","50","59","42.842","13.237","4.28",""
"2016-8-28T15:55:35.39","2016","08","28","15","55","35","42.823","13.232","4.33",""
"2016-8-31T11:26:1.47","2016","08","31","11","26","01","42.831","13.126","4.10",""
"2016-9-3T1:34:12.15","2016","09","03","01","34","12","42.769","13.132","4.43",""
"2016-9-3T10:18:51.21","2016","09","03","10","18","51","42.860","13.217","4.48",""
"2016-9-15T14:40:52.53","2016","09","15","14","40","53","42.768","13.133","3.97",""
"2016-9-19T23:34:25.13","2016","09","19","23","34","25","42.673","13.277","4.00",""
"2016-10-8T18:11:9.67","2016","10","08","18","11","10","42.738","13.185","4.10",""
"2016-10-16T9:32:35.48","2016","10","16","09","32","35","42.747","13.175","4.23",""
"2016-10-25T16:53:0.97","2016","10","25","16","53","01","43.606","11.000","4.08",""
"2016-10-26T17:10:36.15","2016","10","26","17","10","36","42.878","13.127","4.63",""
"2016-10-26T17:10:36.98","2016","10","26","17","10","37","42.874","13.124","5.51",""
"2016-10-26T19:18:5.91","2016","10","26","19","18","06","42.902","13.127","4.63",""
"2016-10-26T19:18:7.42","2016","10","26","19","18","07","42.904","13.090","6.07",""
"2016-10-26T21:42:1.94","2016","10","26","21","42","02","42.864","13.122","4.77",""
"2016-10-27T3:19:27.13","2016","10","27","03","19","27","42.842","13.142","4.21",""
"2016-10-27T3:50:24.07","2016","10","27","03","50","24","42.984","13.120","4.32",""
"2016-10-27T8:21:45.61","2016","10","27","08","21","46","42.874","13.099","4.48",""
"2016-10-27T17:22:22.93","2016","10","27","17","22","23","42.839","13.098","4.40",""
"2016-10-27T17:23:43.32","2016","10","27","17","23","43","42.848","13.108","3.99",""
"2016-10-28T20:2:43.15","2016","10","28","20","02","43","39.267","13.546","5.81",""
"2016-10-29T11:58:4.73","2016","10","29","11","58","05","39.950","15.839","4.42",""
"2016-10-29T16:24:33.17","2016","10","29","16","24","33","42.811","13.094","4.34",""
"2016-10-30T6:40:17.32","2016","10","30","06","40","17","42.830","13.109","6.61",""
"2016-10-30T6:41:17.01","2016","10","30","06","41","17","42.772","13.135","4.42",""
"2016-10-30T6:42:27.47","2016","10","30","06","42","27","42.879","13.056","3.99",""
"2016-10-30T6:43:8.81","2016","10","30","06","43","09","42.766","13.138","4.10",""
"2016-10-30T6:44:30.67","2016","10","30","06","44","31","42.854","13.085","4.53",""
"2016-10-30T6:48:52.71","2016","10","30","06","48","53","42.682","13.200","3.99",""
"2016-10-30T6:55:54.21","2016","10","30","06","55","54","42.750","13.230","4.21",""
"2016-10-30T6:56:5.78","2016","10","30","06","56","06","42.799","13.107","4.31",""
"2016-10-30T6:59:31.5","2016","10","30","06","59","32","42.851","13.211","3.99",""
"2016-10-30T7:1:32.69","2016","10","30","07","01","33","42.776","13.222","4.10",""
"2016-10-30T7:3:22.58","2016","10","30","07","03","23","42.805","13.121","3.99",""
"2016-10-30T7:5:56.34","2016","10","30","07","05","56","42.796","13.160","4.21",""
"2016-10-30T7:6:45.2","2016","10","30","07","06","45","42.874","13.056","4.21",""
"2016-10-30T7:7:53.69","2016","10","30","07","07","54","42.715","13.188","4.21",""
"2016-10-30T7:8:35.45","2016","10","30","07","08","35","42.712","13.142","4.31",""
"2016-10-30T7:13:5.21","2016","10","30","07","13","05","42.693","13.225","4.31",""
"2016-10-30T7:34:47.9","2016","10","30","07","34","48","42.927","13.132","4.10",""
"2016-10-30T7:38:59.03","2016","10","30","07","38","59","42.682","13.156","4.10",""
"2016-10-30T8:35:58.56","2016","10","30","08","35","59","42.836","13.078","4.48",""
"2016-10-30T9:27:7.44","2016","10","30","09","27","07","35.146","16.207","4.53",""
"2016-10-30T11:21:8.66","2016","10","30","11","21","09","43.062","13.066","4.46",""
"2016-10-30T11:58:17.46","2016","10","30","11","58","17","42.844","13.056","4.22",""
"2016-10-30T12:7:0.21","2016","10","30","12","07","00","42.841","13.075","4.67",""
"2016-10-30T13:34:54.4","2016","10","30","13","34","54","42.806","13.165","4.33",""
"2016-10-30T14:14:39.06","2016","10","30","14","14","39","42.781","13.078","3.99",""
"2016-10-30T18:21:9","2016","10","30","18","21","09","42.782","13.150","4.30",""
"2016-10-31T3:27:40.3","2016","10","31","03","27","40","42.761","13.085","4.13",""
"2016-10-31T6:17:19.89","2016","10","31","06","17","20","42.765","13.209","3.99",""
"2016-10-31T7:5:44.89","2016","10","31","07","05","45","42.838","13.126","4.15",""
"2016-11-1T7:56:40.34","2016","11","01","07","56","40","42.990","13.134","4.96",""
"2016-11-1T18:3:7.66","2016","11","01","18","03","08","42.800","13.156","4.10",""
"2016-11-2T19:37:49.65","2016","11","02","19","37","50","42.876","13.060","4.00",""
"2016-11-3T0:35:1.29","2016","11","03","00","35","01","43.027","13.049","4.86",""
"2016-11-7T18:56:17","2016","11","07","18","56","17","42.888","13.147","4.08",""
"2016-11-12T12:34:11.62","2016","11","12","12","34","12","42.996","13.140","4.28",""
"2016-11-12T14:43:33.86","2016","11","12","14","43","34","42.718","13.205","4.25",""
"2016-11-14T1:33:43.97","2016","11","14","01","33","44","42.858","13.156","4.21",""
"2016-11-14T19:49:52.12","2016","11","14","19","49","52","42.945","13.152","3.99",""
"2016-11-16T11:52:22.93","2016","11","16","11","52","23","42.802","13.123","3.98",""
"2016-11-27T21:41:14.08","2016","11","27","21","41","14","43.012","13.066","4.19",""
"2016-11-29T16:14:2.69","2016","11","29","16","14","03","42.529","13.280","4.49",""
"2016-12-1T11:30:53.31","2016","12","01","11","30","53","43.001","13.077","4.17",""
"2016-12-9T7:21:50.2","2016","12","09","07","21","50","44.332","10.481","3.99",""
"2016-12-11T12:54:52.97","2016","12","11","12","54","53","42.904","13.117","4.21",""
"2017-1-2T3:36:13.53","2017","01","02","03","36","14","42.803","12.752","4.08",""
"2017-1-18T9:25:40.39","2017","01","18","09","25","40","42.545","13.276","5.33",""
"2017-1-18T10:14:9.9","2017","01","18","10","14","10","42.531","13.283","5.70",""
"2017-1-18T10:15:33.4","2017","01","18","10","15","33","42.527","13.285","4.85",""
"2017-1-18T10:16:39.6","2017","01","18","10","16","40","42.537","13.267","4.74",""
"2017-1-18T10:24:14.2","2017","01","18","10","24","14","42.580","13.311","4.10",""
"2017-1-18T10:25:23.73","2017","01","18","10","25","24","42.503","13.277","5.63",""
"2017-1-18T10:39:24.7","2017","01","18","10","39","25","42.533","13.271","4.21",""
"2017-1-18T11:7:37.17","2017","01","18","11","07","37","42.619","13.255","4.37",""
"2017-1-18T12:1:39.15","2017","01","18","12","01","39","42.543","13.291","4.07",""
"2017-1-18T13:33:36.74","2017","01","18","13","33","37","42.473","13.274","5.20",""
"2017-1-18T15:16:10.42","2017","01","18","15","16","10","42.599","13.287","4.54",""
"2017-1-18T19:32:31.89","2017","01","18","19","32","32","42.580","13.232","4.41",""
"2017-1-29T5:10:54.64","2017","01","29","05","10","55","42.616","13.299","4.06",""
"2017-1-30T8:15:33.26","2017","01","30","08","15","33","37.665","14.953","3.30",""
"2017-1-30T9:51:7.78","2017","01","30","09","51","08","37.677","14.966","3.60",""
"2017-1-30T9:59:48.51","2017","01","30","09","59","49","37.666","14.961","3.20",""
"2017-2-3T3:47:55.87","2017","02","03","03","47","56","42.993","13.020","4.28",""
"2017-2-3T4:10:5.32","2017","02","03","04","10","05","42.992","13.017","4.45",""
"2017-2-3T5:40:34.19","2017","02","03","05","40","34","42.999","13.024","4.03",""
"2017-2-9T9:58:27.01","2017","02","09","09","58","27","42.664","12.680","4.07",""
"2017-2-20T3:13:30.67","2017","02","20","03","13","31","42.501","13.257","4.17",""
"2017-4-23T4:25:36.26","2017","04","23","04","25","36","41.829","15.784","4.06",""
"2017-4-27T21:16:58.78","2017","04","27","21","16","59","42.957","13.045","4.19",""
"2017-4-27T21:19:42.65","2017","04","27","21","19","43","42.952","13.046","4.17",""
"2017-6-9T12:15:44.05","2017","06","09","12","15","44","42.452","13.348","4.02",""
"2017-6-20T1:37:12.66","2017","06","20","01","37","13","44.203","11.516","4.14",""
"2017-6-30T0:25:17.98","2017","06","30","00","25","18","42.631","13.214","4.04",""
"2017-7-1T8:10:34.08","2017","07","01","08","10","34","46.491","7.097","4.00",""
"2017-7-22T2:13:8.05","2017","07","22","02","13","08","42.567","13.325","4.31",""
"2017-8-8T20:42:36.82","2017","08","08","20","42","37","45.151","14.689","4.05",""
"2017-8-9T11:37:5.23","2017","08","09","11","37","05","45.130","14.732","4.13",""
"2017-8-11T2:38:34","2017","08","11","02","38","34","39.291","15.850","4.44",""
"2017-8-19T11:38:10.52","2017","08","19","11","38","11","37.673","14.863","3.30",""
"2017-8-21T18:57:51.78","2017","08","21","18","57","52","40.738","13.897","3.91",""
"2017-8-23T9:16:24.35","2017","08","23","09","16","24","35.663","14.860","3.98",""
"2017-8-25T17:10:45.34","2017","08","25","17","10","45","35.568","15.235","4.10",""
"2017-8-25T21:57:47.38","2017","08","25","21","57","47","37.626","14.913","3.30",""
"2017-9-10T19:58:9.89","2017","09","10","19","58","10","42.084","13.324","4.03",""
"2017-9-18T7:21:27.71","2017","09","18","07","21","28","37.727","14.923","3.20",""
"2017-10-26T22:38:35.07","2017","10","26","22","38","35","40.313","15.704","3.97",""
"2017-10-31T0:16:42.65","2017","10","31","00","16","43","36.807","11.018","4.15",""
"2017-11-19T12:37:44.7","2017","11","19","12","37","45","44.660","10.033","4.60",""
"2017-12-3T23:34:11.2","2017","12","03","23","34","11","42.624","13.325","4.25",""
